O*NET-SOC Code,Title,Task ID,Task,Task Type,Incumbents Responding,Date,Domain Source,use_computer,use_computer_strict,frequency_category1_value,frequency_category2_value,frequency_category3_value,frequency_category4_value,frequency_category5_value,frequency_category6_value,frequency_category7_value,frequency_category,within_scope,within_scope_output
19-3092.00,Geographers,5513,"Collect data on physical characteristics of specified areas, such as geological formations, climates, and vegetation, using surveying or meteorological equipment.",Core,23,07/2016,Occupational Expert,FALSE,FALSE,19.05,33.33,23.81,19.05,4.76,0,0,2,N/A,N/A
19-3092.00,Geographers,5506,Locate and obtain existing geographic information databases.,Core,23,07/2016,Occupational Expert,TRUE,TRUE,9.52,14.29,33.33,23.81,19.05,0,0,3,FALSE,No.
19-3092.00,Geographers,5510,Conduct field work at outdoor sites.,Core,23,07/2016,Occupational Expert,FALSE,FALSE,28.57,52.38,19.05,0,0,0,0,2,N/A,N/A
19-3092.00,Geographers,5514,Provide geographical information systems support to the private and public sectors.,Core,22,07/2016,Occupational Expert,TRUE,TRUE,27.78,27.78,27.78,11.11,5.56,0,0,1,TRUE,"Yes.
The final text-based outcome is a detailed report or document containing geographical data analysis, maps, and recommendations for decision-making."
19-3092.00,Geographers,5505,"Develop, operate, and maintain geographical information computer systems, including hardware, software, plotters, digitizers, printers, and video cameras.",Core,23,07/2016,Occupational Expert,TRUE,TRUE,11.11,16.67,38.89,16.67,16.67,0,0,3,FALSE,No.
19-3092.00,Geographers,5512,"Provide consulting services in fields such as resource development and management, business location and market area analysis, environmental hazards, regional cultural history, and urban social planning.",Core,23,07/2016,Occupational Expert,TRUE,FALSE,36.36,31.82,18.18,9.09,4.55,0,0,1,N/A,N/A
19-3093.00,Historians,20744,"Conserve and preserve manuscripts, records, and other artifacts.",Core,53,07/2015,Incumbent,FALSE,FALSE,5.89,17.69,22.31,16.24,27.68,1.98,8.21,5,N/A,N/A
19-3093.00,Historians,3718,"Gather historical data from sources such as archives, court records, diaries, news files, and photographs, as well as from books, pamphlets, and periodicals.",Core,52,07/2015,Incumbent,TRUE,FALSE,6.32,16.27,13.04,30.9,23.57,5.85,4.07,4,N/A,N/A
19-3093.00,Historians,3720,"Conduct historical research as a basis for the identification, conservation, and reconstruction of historic places and materials.",Core,52,07/2015,Incumbent,TRUE,FALSE,8.24,26.5,19.78,9.64,27.56,0.18,8.09,5,N/A,N/A
19-3093.00,Historians,3729,"Research and prepare manuscripts in support of public programming and the development of exhibits at historic sites, museums, libraries, and archives.",Core,52,07/2015,Incumbent,TRUE,TRUE,11.39,24.08,33.41,15.09,10.74,0.57,4.7,3,TRUE,"Yes.

The final text-based outcome is a manuscript that supports public programming and the development of exhibits at historic sites, museums, libraries, and archives."
19-3093.00,Historians,3726,"Present historical accounts in terms of individuals or social, ethnic, political, economic, or geographic groupings.",Core,53,07/2015,Incumbent,TRUE,TRUE,5.26,31.35,27.93,11.94,10.54,4,8.98,2,TRUE,"Yes.
A detailed report or presentation that categorizes and analyzes historical events based on specific groupings such as individuals, social classes, ethnic groups, political entities, economic sectors, or geographic regions."
19-3093.00,Historians,3717,"Organize data, and analyze and interpret its authenticity and relative significance.",Core,53,07/2015,Incumbent,TRUE,FALSE,6.15,16.1,22.7,22.92,19.93,3.69,8.52,4,N/A,N/A
19-3093.00,Historians,3725,"Research the history of a particular country or region, or of a specific time period.",Core,53,07/2015,Incumbent,TRUE,FALSE,7.61,21.37,29.61,13.81,17.48,0,10.12,3,N/A,N/A
19-3093.00,Historians,3722,"Conduct historical research, and publish or present findings and theories.",Core,52,07/2015,Incumbent,TRUE,TRUE,17.6,14.73,16.25,20.73,19.44,0.87,10.38,4,TRUE,"Yes.
The final text-based outcome is typically a research paper, article, book, or report detailing the findings and theories."
19-3093.00,Historians,3734,"Recommend actions related to historical art, such as which items to add to a collection or which items to display in an exhibit.",Core,52,07/2015,Incumbent,TRUE,FALSE,15.81,29.32,27.29,16.72,6.84,0,4.01,2,N/A,N/A
19-3093.00,Historians,3727,"Determine which topics to research, or pursue research topics specified by clients or employers.",Core,52,07/2015,Incumbent,TRUE,FALSE,13.41,23.28,37.98,16.49,5.42,0.16,3.26,3,N/A,N/A
19-3093.00,Historians,3723,"Speak to various groups, organizations, and clubs to promote the aims and activities of historical societies.",Core,53,07/2015,Incumbent,FALSE,FALSE,18.08,40.03,14.64,15.07,5.59,6.58,0,2,N/A,N/A
19-3093.00,Historians,3730,Advise or consult with individuals and institutions regarding issues such as the historical authenticity of materials or the customs of a specific historical period.,Core,53,07/2015,Incumbent,TRUE,FALSE,16.49,32.05,19.55,25.94,5.97,0,0,2,N/A,N/A
19-3093.00,Historians,3724,"Prepare publications and exhibits, or review those prepared by others, to ensure their historical accuracy.",Core,53,07/2015,Incumbent,TRUE,FALSE,18.61,27.59,23.68,15.51,4.3,0.53,9.78,2,N/A,N/A
19-3093.00,Historians,3719,"Trace historical development in a particular field, such as social, cultural, political, or diplomatic history.",Core,53,07/2015,Incumbent,TRUE,FALSE,13.24,27.9,38.49,12.06,4.47,0,3.84,3,N/A,N/A
19-3093.00,Historians,3728,"Organize information for publication and for other means of dissemination, such as via storage media or the Internet.",Core,52,07/2015,Incumbent,TRUE,TRUE,2.43,32.89,32.47,12.58,14.13,4.35,1.14,2,TRUE,"Yes.
The final text-based outcome is a well-organized document or report prepared for publication or digital dissemination."
19-3093.00,Historians,3733,Interview people to gather information about historical events and to record oral histories.,Core,52,07/2015,Incumbent,FALSE,FALSE,16.45,43.11,23.69,8.15,6.37,0,2.23,2,N/A,N/A
19-3093.00,Historians,3732,Collect detailed information on individuals for use in biographies.,Core,53,07/2015,Incumbent,TRUE,FALSE,20.26,43.87,12.48,8.54,3.68,3.86,7.31,2,N/A,N/A
19-3093.00,Historians,3736,Edit historical society publications.,Supplemental,53,07/2015,Incumbent,TRUE,TRUE,31.98,15.34,22.84,13.36,5.13,4.52,6.83,1,N/A,N/A
19-3093.00,Historians,3735,Coordinate activities of workers engaged in cataloging and filing materials.,Supplemental,53,07/2015,Incumbent,TRUE,FALSE,21.78,18.27,34.37,6.52,18.29,0.77,0,3,N/A,N/A
19-3093.00,Historians,3731,Translate or request translation of reference materials.,Supplemental,52,07/2015,Incumbent,TRUE,FALSE,38.5,21.35,17.35,11.51,5.65,0,5.65,1,N/A,N/A
19-3093.00,Historians,3721,"Teach and conduct research in colleges, universities, museums, and other research agencies and schools.",Supplemental,53,07/2015,Incumbent,FALSE,FALSE,15.49,44.31,25.59,8.22,1.59,4.79,0,2,N/A,N/A
19-3094.00,Political Scientists,5515,Teach political science.,Core,26,08/2022,Occupational Expert,TRUE,FALSE,0,0,0,80.77,3.85,11.54,3.85,4,N/A,N/A
19-3094.00,Political Scientists,5519,Maintain current knowledge of government policy decisions.,Core,26,08/2022,Occupational Expert,TRUE,TRUE,0,0,7.69,34.62,46.15,0,11.54,5,FALSE,No
19-3094.00,Political Scientists,5518,"Develop and test theories, using information from interviews, newspapers, periodicals, case law, historical papers, polls, or statistical sources.",Core,26,08/2022,Occupational Expert,TRUE,TRUE,0,23.08,46.15,26.92,3.85,0,0,3,TRUE,"Yes.
The final text-based outcome is a comprehensive report or academic paper detailing the developed theories and the results of their testing."
19-3094.00,Political Scientists,5516,"Disseminate research results through academic publications, written reports, or public presentations.",Core,26,08/2022,Occupational Expert,TRUE,FALSE,3.85,76.92,11.54,3.85,3.85,0,0,2,N/A,N/A
19-3094.00,Political Scientists,23949,Advise political science students.,Core,26,08/2022,Occupational Expert,TRUE,FALSE,0,7.69,30.77,46.15,15.38,0,0,4,N/A,N/A
19-3094.00,Political Scientists,5520,"Collect, analyze, and interpret data, such as election results and public opinion surveys, reporting on findings, recommendations, and conclusions.",Core,26,08/2022,Occupational Expert,TRUE,TRUE,3.85,30.77,42.31,19.23,3.85,0,0,3,TRUE,"Yes.
A comprehensive report detailing the findings, recommendations, and conclusions based on the collected and analyzed data."
19-3094.00,Political Scientists,5521,"Interpret and analyze policies, public issues, legislation, or the operations of governments, businesses, and organizations.",Core,26,08/2022,Occupational Expert,TRUE,FALSE,3.85,7.69,46.15,26.92,15.38,0,0,3,N/A,N/A
19-3094.00,Political Scientists,5517,Identify issues for research and analysis.,Core,26,08/2022,Occupational Expert,TRUE,FALSE,0,34.62,42.31,11.54,11.54,0,0,3,N/A,N/A
19-3094.00,Political Scientists,23950,Serve on committees.,Core,26,08/2022,Occupational Expert,FALSE,FALSE,0,11.54,73.08,11.54,3.85,0,0,3,N/A,N/A
19-3094.00,Political Scientists,5524,"Forecast political, economic, and social trends.",Core,26,08/2022,Occupational Expert,TRUE,FALSE,16.67,50,25,4.17,4.17,0,0,2,N/A,N/A
19-3094.00,Political Scientists,5525,"Consult with and advise government officials, civic bodies, research agencies, the media, political parties, and others concerned with political issues.",Supplemental,26,08/2022,Occupational Expert,FALSE,FALSE,42.31,42.31,11.54,3.85,0,0,0,1,N/A,N/A
19-3094.00,Political Scientists,5522,"Evaluate programs and policies, and make related recommendations to institutions and organizations.",Supplemental,26,08/2022,Occupational Expert,TRUE,FALSE,31.82,50,13.64,0,4.55,0,0,2,N/A,N/A
19-3094.00,Political Scientists,5526,Provide media commentary or criticism related to public policy and political issues and events.,Supplemental,26,08/2022,Occupational Expert,TRUE,FALSE,15.38,53.85,30.77,0,0,0,0,2,N/A,N/A
19-3094.00,Political Scientists,5523,"Write drafts of legislative proposals, and prepare speeches, correspondence, and policy papers for governmental use.",Supplemental,26,08/2022,Occupational Expert,TRUE,TRUE,80,15,5,0,0,0,0,1,N/A,N/A
19-3099.01,Transportation Planners,16952,"Recommend transportation system improvements or projects, based on economic, population, land-use, or traffic projections.",Core,24,07/2017,Occupational Expert,TRUE,TRUE,0,25,41.67,20.83,8.33,4.17,0,3,TRUE,"Yes.
A detailed report outlining recommended transportation system improvements or projects based on economic, population, land-use, or traffic projections."
19-3099.01,Transportation Planners,16953,Define regional or local transportation planning problems or priorities.,Core,24,07/2017,Occupational Expert,TRUE,FALSE,4.76,42.86,23.81,9.52,14.29,4.76,0,2,N/A,N/A
19-3099.01,Transportation Planners,16945,"Participate in public meetings or hearings to explain planning proposals, to gather feedback from those affected by projects, or to achieve consensus on project designs.",Core,24,07/2017,Occupational Expert,FALSE,FALSE,0,54.17,37.5,8.33,0,0,0,2,N/A,N/A
19-3099.01,Transportation Planners,16949,Design transportation surveys to identify areas of public concern.,Core,24,07/2017,Occupational Expert,TRUE,TRUE,27.27,50,18.18,0,4.55,0,0,2,TRUE,"Yes.
The final text-based outcome is a detailed survey document that includes questions aimed at identifying public concerns related to transportation."
19-3099.01,Transportation Planners,20976,"Interpret data from traffic modeling software, geographic information systems, or associated databases.",Core,24,07/2017,Occupational Expert,TRUE,TRUE,0,12.5,37.5,25,20.83,0,4.17,3,TRUE,"Yes.
The final text-based outcome is a detailed report or document summarizing the interpreted data and providing insights or recommendations based on the analysis."
19-3099.01,Transportation Planners,16943,Prepare reports or recommendations on transportation planning.,Core,24,07/2017,Occupational Expert,TRUE,TRUE,4.35,21.74,21.74,39.13,13.04,0,0,4,TRUE,"Yes.
A detailed report or set of recommendations outlining proposed transportation plans, strategies, and improvements."
19-3099.01,Transportation Planners,20977,"Design new or improved transport infrastructure, such as junction improvements, pedestrian projects, bus facilities, or car parking areas.",Core,24,07/2017,Occupational Expert,TRUE,TRUE,8.33,16.67,58.33,16.67,0,0,0,3,FALSE,No.
19-3099.01,Transportation Planners,16954,"Analyze information related to transportation, such as land use policies, environmental impact of projects, or long-range planning needs.",Core,24,07/2017,Occupational Expert,TRUE,TRUE,9.09,36.36,18.18,9.09,18.18,4.55,4.55,2,TRUE,"Yes.
A report detailing the analysis of transportation-related information, including land use policies, environmental impacts, and long-range planning needs."
19-3099.01,Transportation Planners,16951,"Collaborate with engineers to research, analyze, or resolve complex transportation design issues.",Core,24,07/2017,Occupational Expert,FALSE,FALSE,12.5,16.67,37.5,16.67,8.33,4.17,4.17,3,N/A,N/A
19-3099.01,Transportation Planners,20978,Evaluate transportation project needs or costs.,Core,24,07/2017,Occupational Expert,TRUE,TRUE,4.17,29.17,41.67,8.33,16.67,0,0,3,TRUE,"Yes.
A detailed report outlining the evaluation of transportation project needs or costs, including analysis, findings, and recommendations."
19-3099.01,Transportation Planners,19779,"Collaborate with other professionals to develop sustainable transportation strategies at the local, regional, or national level.",Core,24,07/2017,Occupational Expert,FALSE,FALSE,31.82,13.64,22.73,0,27.27,0,4.55,1,N/A,N/A
19-3099.01,Transportation Planners,20979,Prepare necessary documents to obtain planned project approvals or permits.,Core,24,07/2017,Occupational Expert,TRUE,TRUE,13.04,21.74,34.78,21.74,8.7,0,0,3,TRUE,"Yes.
The final text-based outcome is a set of formal documents, including applications, reports, and supporting materials, required to secure project approvals or permits from relevant authorities."
19-3099.01,Transportation Planners,16941,Analyze information from traffic counting programs.,Core,24,07/2017,Occupational Expert,TRUE,TRUE,8.33,33.33,33.33,16.67,8.33,0,0,2,TRUE,"Yes.
A report detailing traffic patterns, congestion points, and recommendations for improvements."
19-3099.01,Transportation Planners,16948,Develop computer models to address transportation planning issues.,Core,24,07/2017,Occupational Expert,TRUE,TRUE,19.05,42.86,14.29,19.05,4.76,0,0,2,FALSE,No.
19-3099.01,Transportation Planners,16938,Develop or test new methods or models of transportation analysis.,Core,24,07/2017,Occupational Expert,TRUE,TRUE,30.43,30.43,26.09,4.35,8.7,0,0,1,TRUE,"Yes.
A report detailing the new methods or models of transportation analysis, including their development process and testing results."
19-3099.01,Transportation Planners,16934,Prepare or review engineering studies or specifications.,Core,24,07/2017,Occupational Expert,TRUE,TRUE,16.67,12.5,29.17,33.33,8.33,0,0,4,TRUE,"Yes.
The final text-based outcome is a detailed report or document containing the findings, analysis, and recommendations from the engineering studies or specifications."
19-3099.01,Transportation Planners,16942,"Review development plans for transportation system effects, infrastructure requirements, or compliance with applicable transportation regulations.",Core,24,07/2017,Occupational Expert,TRUE,TRUE,0,36.36,40.91,18.18,4.55,0,0,3,TRUE,"Yes.
A detailed report evaluating the transportation system effects, infrastructure requirements, and compliance with applicable transportation regulations."
19-3099.01,Transportation Planners,20980,Evaluate transportation-related consequences of federal or state legislative proposals.,Core,24,07/2017,Occupational Expert,TRUE,TRUE,47.37,21.05,21.05,0,10.53,0,0,1,TRUE,"Yes.
A detailed report outlining the potential impacts of federal or state legislative proposals on transportation systems and infrastructure."
19-3099.01,Transportation Planners,16944,"Produce environmental documents, such as environmental assessments or environmental impact statements.",Core,24,07/2017,Occupational Expert,TRUE,TRUE,52.38,28.57,19.05,0,0,0,0,1,TRUE,"Yes.
Environmental documents, such as environmental assessments or environmental impact statements, are detailed reports that evaluate the potential environmental effects of proposed transportation projects."
19-3099.01,Transportation Planners,16937,Direct urban traffic counting programs.,Core,24,07/2017,Occupational Expert,FALSE,FALSE,27.27,36.36,36.36,0,0,0,0,2,N/A,N/A
19-3099.01,Transportation Planners,16935,Represent jurisdictions in the legislative or administrative approval of land development projects.,Core,24,07/2017,Occupational Expert,FALSE,FALSE,30.43,47.83,17.39,4.35,0,0,0,2,N/A,N/A
19-3099.01,Transportation Planners,16939,Define or update information such as urban boundaries or classification of roadways.,Supplemental,24,07/2017,Occupational Expert,TRUE,TRUE,65,25,5,0,5,0,0,1,N/A,N/A
19-4012.01,Precision Agriculture Technicians,18281,"Collect information about soil or field attributes, yield data, or field boundaries, using field data recorders and basic geographic information systems (GIS).",Core,27,07/2016,Occupational Expert,FALSE,FALSE,0,7.41,29.63,29.63,18.52,11.11,3.7,3,N/A,N/A
19-4012.01,Precision Agriculture Technicians,20872,"Use geospatial technology to develop soil sampling grids or identify sampling sites for testing characteristics such as nitrogen, phosphorus, or potassium content, pH, or micronutrients.",Core,27,07/2016,Occupational Expert,TRUE,TRUE,0,29.63,29.63,18.52,14.81,7.41,0,2,TRUE,"Yes.
A report detailing the soil sampling grids and identified sampling sites, including their geospatial coordinates and the specific characteristics to be tested."
19-4012.01,Precision Agriculture Technicians,20873,"Demonstrate the applications of geospatial technology, such as Global Positioning System (GPS), geographic information systems (GIS), automatic tractor guidance systems, variable rate chemical input applicators, surveying equipment, or computer mapping software.",Core,27,07/2016,Occupational Expert,TRUE,TRUE,7.41,22.22,22.22,22.22,22.22,3.7,0,2,FALSE,No.
19-4012.01,Precision Agriculture Technicians,18295,Document and maintain records of precision agriculture information.,Core,27,07/2016,Occupational Expert,TRUE,TRUE,3.85,11.54,34.62,11.54,30.77,3.85,3.85,3,TRUE,"Yes.
A detailed report or database entry containing precision agriculture data and observations."
19-4012.01,Precision Agriculture Technicians,18282,"Identify spatial coordinates, using remote sensing and Global Positioning System (GPS) data.",Core,27,07/2016,Occupational Expert,TRUE,TRUE,8,4,28,20,24,8,8,3,TRUE,"Yes.
The final text-based outcome is a report or document detailing the identified spatial coordinates."
19-4012.01,Precision Agriculture Technicians,19801,Apply precision agriculture information to specifically reduce the negative environmental impacts of farming practices.,Core,27,07/2016,Occupational Expert,TRUE,FALSE,7.69,15.38,30.77,15.38,19.23,7.69,3.85,3,N/A,N/A
19-4012.01,Precision Agriculture Technicians,18289,"Create, layer, and analyze maps showing precision agricultural data, such as crop yields, soil characteristics, input applications, terrain, drainage patterns, or field management history.",Core,27,07/2016,Occupational Expert,TRUE,TRUE,3.85,11.54,34.62,23.08,15.38,11.54,0,3,TRUE,"Yes.
The final text-based outcome is a detailed report or document summarizing the analysis and findings from the layered maps, including insights on crop yields, soil characteristics, input applications, terrain, drainage patterns, and field management history."
19-4012.01,Precision Agriculture Technicians,20874,Analyze data from harvester monitors to develop yield maps.,Core,27,07/2016,Occupational Expert,TRUE,TRUE,11.11,40.74,25.93,14.81,7.41,0,0,2,TRUE,"Yes.
The final text-based outcome is a yield map report that details the spatial distribution of crop yields across a field."
19-4012.01,Precision Agriculture Technicians,18280,"Install, calibrate, or maintain sensors, mechanical controls, GPS-based vehicle guidance systems, or computer settings.",Core,27,07/2016,Occupational Expert,FALSE,FALSE,12.5,20.83,16.67,29.17,12.5,8.33,0,4,N/A,N/A
19-4012.01,Precision Agriculture Technicians,20875,"Analyze geospatial data to determine agricultural implications of factors such as soil quality, terrain, field productivity, fertilizers, or weather conditions.",Core,27,07/2016,Occupational Expert,TRUE,TRUE,0,14.81,37.04,29.63,18.52,0,0,3,TRUE,"Yes.
A report detailing the agricultural implications of analyzed geospatial data, including insights on soil quality, terrain, field productivity, fertilizers, and weather conditions."
19-4012.01,Precision Agriculture Technicians,18290,"Contact equipment manufacturers for technical assistance, as needed.",Core,27,07/2016,Occupational Expert,TRUE,TRUE,3.7,40.74,40.74,11.11,0,3.7,0,2,FALSE,No.
19-4012.01,Precision Agriculture Technicians,18278,"Program farm equipment, such as variable-rate planting equipment or pesticide sprayers, based on input from crop scouting and analysis of field condition variability.",Core,27,07/2016,Occupational Expert,TRUE,TRUE,8,28,40,0,16,8,0,3,FALSE,No.
19-4012.01,Precision Agriculture Technicians,18296,"Draw or read maps, such as soil, contour, or plat maps.",Core,27,07/2016,Occupational Expert,TRUE,TRUE,11.54,15.38,15.38,15.38,26.92,15.38,0,5,FALSE,No.
19-4012.01,Precision Agriculture Technicians,20876,"Prepare reports in graphical or tabular form, summarizing field productivity or profitability.",Core,27,07/2016,Occupational Expert,TRUE,TRUE,3.85,46.15,26.92,15.38,7.69,0,0,2,TRUE,"Yes.
The final text-based outcome is a report that includes graphical or tabular summaries of field productivity or profitability."
19-4012.01,Precision Agriculture Technicians,18279,"Compare crop yield maps with maps of soil test data, chemical application patterns, or other information to develop site-specific crop management plans.",Core,27,07/2016,Occupational Expert,TRUE,TRUE,11.11,33.33,29.63,18.52,7.41,0,0,2,TRUE,"Yes.
A detailed site-specific crop management plan document."
19-4012.01,Precision Agriculture Technicians,18288,"Recommend best crop varieties or seeding rates for specific field areas, based on analysis of geospatial data.",Core,26,07/2016,Occupational Expert,TRUE,TRUE,8.33,33.33,33.33,20.83,0,4.17,0,2,TRUE,"Yes.
A report detailing the recommended crop varieties or seeding rates for specific field areas based on the analysis of geospatial data."
19-4012.01,Precision Agriculture Technicians,18284,"Divide agricultural fields into georeferenced zones, based on soil characteristics and production potentials.",Core,27,07/2016,Occupational Expert,TRUE,TRUE,7.69,34.62,34.62,23.08,0,0,0,2,TRUE,"Yes.
The final text-based outcome is a georeferenced map or report detailing the zones within the agricultural fields based on soil characteristics and production potentials."
19-4012.01,Precision Agriculture Technicians,18293,"Analyze remote sensing imagery to identify relationships between soil quality, crop canopy densities, light reflectance, and weather history.",Core,27,07/2016,Occupational Expert,TRUE,TRUE,16.67,25,29.17,29.17,0,0,0,3,TRUE,"Yes.
A report detailing the relationships between soil quality, crop canopy densities, light reflectance, and weather history based on the analysis of remote sensing imagery."
19-4012.01,Precision Agriculture Technicians,19803,Provide advice on the development or application of better boom-spray technology to limit the overapplication of chemicals and to reduce the migration of chemicals beyond the fields being treated.,Core,27,07/2016,Occupational Expert,TRUE,FALSE,27.27,40.91,18.18,4.55,9.09,0,0,2,N/A,N/A
19-4012.01,Precision Agriculture Technicians,18287,Identify areas in need of pesticide treatment by analyzing geospatial data to determine insect movement and damage patterns.,Core,27,07/2016,Occupational Expert,TRUE,TRUE,23.81,23.81,33.33,14.29,4.76,0,0,3,TRUE,"Yes.
A report detailing the identified areas in need of pesticide treatment based on the analysis of geospatial data."
19-4012.01,Precision Agriculture Technicians,19800,Advise farmers on upgrading Global Positioning System (GPS) equipment to take advantage of newly installed advanced satellite technology.,Core,27,07/2016,Occupational Expert,TRUE,FALSE,30.77,26.92,15.38,19.23,3.85,3.85,0,1,N/A,N/A
19-4012.01,Precision Agriculture Technicians,19802,"Participate in efforts to advance precision agriculture technology, such as developing advanced weed identification or automated spot spraying systems.",Core,26,07/2016,Occupational Expert,TRUE,TRUE,26.09,47.83,17.39,0,8.7,0,0,2,FALSE,No.
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1560,Discuss test results and analyses with customers.,Core,22,07/2016,Occupational Expert,FALSE,FALSE,0,4.76,38.1,28.57,28.57,0,0,3,N/A,N/A
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1549,"Record test data and prepare reports, summaries, or charts that interpret test results.",Core,22,07/2016,Occupational Expert,TRUE,TRUE,0,19.05,23.81,33.33,14.29,0,9.52,4,TRUE,"Yes.
The final text-based outcome is a report, summary, or chart that interprets the test results."
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1570,Develop or implement programs for monitoring of environmental pollution or radiation.,Core,22,07/2016,Occupational Expert,TRUE,FALSE,21.05,31.58,15.79,21.05,5.26,5.26,0,2,N/A,N/A
19-4042.00,"Environmental Science and Protection Technicians, Including Health",20869,"Investigate hazardous conditions or spills or outbreaks of disease or food poisoning, collecting samples for analysis.",Core,22,07/2016,Occupational Expert,FALSE,FALSE,27.78,16.67,16.67,22.22,11.11,5.56,0,1,N/A,N/A
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1553,Calibrate microscopes or test instruments.,Core,22,07/2016,Occupational Expert,FALSE,FALSE,25,15,25,10,20,0,5,1,N/A,N/A
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1552,"Provide information or technical or program assistance to government representatives, employers, or the general public on the issues of public health, environmental protection, or workplace safety.",Core,22,07/2016,Occupational Expert,TRUE,TRUE,9.52,19.05,33.33,14.29,19.05,4.76,0,3,TRUE,"Yes.
The final text-based outcome is typically a report, document, or informational material detailing the provided information or technical assistance on public health, environmental protection, or workplace safety issues."
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1550,"Collect samples of gases, soils, water, industrial wastewater, or asbestos products to conduct tests on pollutant levels or identify sources of pollution.",Core,21,07/2016,Occupational Expert,FALSE,FALSE,15,25,20,20,5,15,0,2,N/A,N/A
19-4042.00,"Environmental Science and Protection Technicians, Including Health",19799,Monitor emission control devices to ensure they are operating properly and comply with state and federal regulations.,Core,22,07/2016,Occupational Expert,FALSE,FALSE,18.75,31.25,6.25,6.25,37.5,0,0,5,N/A,N/A
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1555,Inspect sanitary conditions at public facilities.,Core,22,07/2016,Occupational Expert,FALSE,FALSE,13.33,26.67,26.67,13.33,13.33,0,6.67,2,N/A,N/A
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1567,"Examine and analyze material for presence and concentration of contaminants, such as asbestos, using variety of microscopes.",Core,22,07/2016,Occupational Expert,FALSE,FALSE,33.33,20,6.67,6.67,20,0,13.33,1,N/A,N/A
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1565,"Inspect workplaces to ensure the absence of health and safety hazards, such as high noise levels, radiation, or potential lighting hazards.",Core,22,07/2016,Occupational Expert,FALSE,FALSE,29.41,23.53,23.53,0,17.65,5.88,0,1,N/A,N/A
19-4042.00,"Environmental Science and Protection Technicians, Including Health",19798,Develop or implement site recycling or hazardous waste stream programs.,Core,22,07/2016,Occupational Expert,FALSE,FALSE,36.84,31.58,15.79,10.53,5.26,0,0,1,N/A,N/A
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1562,Perform statistical analysis of environmental data.,Core,22,07/2016,Occupational Expert,TRUE,TRUE,15,30,30,15,5,5,0,2,TRUE,"Yes.
A report summarizing the statistical analysis results and their implications for environmental health and protection."
19-4042.00,"Environmental Science and Protection Technicians, Including Health",19797,"Analyze potential environmental impacts of production process changes, and recommend steps to mitigate negative impacts.",Core,22,07/2016,Occupational Expert,TRUE,FALSE,25,30,25,20,0,0,0,2,N/A,N/A
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1563,"Set up equipment or stations to monitor and collect pollutants from sites, such as smoke stacks, manufacturing plants, or mechanical equipment.",Core,22,07/2016,Occupational Expert,FALSE,FALSE,26.32,10.53,36.84,21.05,0,5.26,0,3,N/A,N/A
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1554,Make recommendations to control or eliminate unsafe conditions at workplaces or public facilities.,Core,22,07/2016,Occupational Expert,FALSE,FALSE,22.22,22.22,33.33,5.56,11.11,5.56,0,3,N/A,N/A
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1564,"Distribute permits, closure plans, or cleanup plans.",Core,22,07/2016,Occupational Expert,TRUE,TRUE,14.29,28.57,38.1,9.52,9.52,0,0,3,TRUE,"Yes.
The final text-based outcome is the issuance of official permits, closure plans, or cleanup plans documents."
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1561,"Maintain files, such as hazardous waste databases, chemical usage data, personnel exposure information, or diagrams showing equipment locations.",Core,22,07/2016,Occupational Expert,TRUE,TRUE,5,15,15,20,30,15,0,5,TRUE,"Yes.
The final text-based outcome is a maintained and updated database or file containing hazardous waste information, chemical usage data, personnel exposure records, or equipment location diagrams."
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1557,"Calculate amount of pollutant in samples or compute air pollution or gas flow in industrial processes, using chemical and mathematical formulas.",Core,22,07/2016,Occupational Expert,TRUE,TRUE,35.29,11.76,35.29,5.88,5.88,5.88,0,1,TRUE,"Yes.
The final outcome is a report or document detailing the calculated amounts of pollutants or computed air pollution or gas flow, including the methods and formulas used."
19-4042.00,"Environmental Science and Protection Technicians, Including Health",20870,Direct activities of workers in laboratory.,Supplemental,22,07/2016,Occupational Expert,FALSE,FALSE,12.5,12.5,25,25,25,0,0,3,N/A,N/A
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1566,"Weigh, analyze, or measure collected sample particles, such as lead, coal dust, or rock, to determine concentration of pollutants.",Supplemental,22,07/2016,Occupational Expert,FALSE,FALSE,21.43,7.14,28.57,21.43,7.14,7.14,7.14,3,N/A,N/A
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1558,Initiate procedures to close down or fine establishments violating environmental or health regulations.,Supplemental,22,07/2016,Occupational Expert,TRUE,FALSE,41.67,33.33,8.33,8.33,0,0,8.33,1,N/A,N/A
